?Threat Description,Malware
"Adam Greenberg reports: Though unnamed in a breach notification and follow-up reports, a professor of ethical hacking at City College San Francisco (CCSF), Sam Bowne, has come forward on the internet to clarify that he did not demonstrate hacking a medical center&#8217;s server in a class, but rather came across sensitive information during a Google <a href='https://www.databreaches.net/clarification-professor-says-google-search-not-hacking-yielded-medical-info/' class='excerpt-more'>[...]</a>",IdentityThreat
"CORRECTION: Children&#8217;s Mercy Hospital was affected by the breach that occurred in March 2014, not the 2012 breach. Original story: It seems like I&#8217;m reporting ÿa lot of breaches involving StayWell Health Managementÿand their vendor,ÿOnSite Health Diagnostics this year. ÿIt&#8217;s probably because they&#8217;ve disclosed two breaches that affected numerous StayWell clients. The latest entry is <a href='https://www.databreaches.net/huntington-bancshares-group-health-care-plan-members-latest-victims-of-staywellonsite-health-diagnostics-breach/' class='excerpt-more'>[...]</a>",IdentityThreat
"One of the recent breaches added to HHS&#8217;s public breach tool involved a case where a laptop connected to equipment was stolen from the covered entity&#8217;s premises. Midwest Urological Group in Peoria, Illinois reported thatÿ982 patients had information on a laptop that ÿwas stolen on or about May 30th. There does not appear to be <a href='https://www.databreaches.net/il-urology-patients-notified-after-laptop-attached-to-testing-equipment-was-stolen/' class='excerpt-more'>[...]</a>",IdentityThreat
"Rob O&#8217;Neill reports that the hacking of blogger Cameron Slater&#8217;s Whale Oil email account, and the exposure of those emails (and other materials apparently not from his email account) in a book and to the media is disrupting national elections in New Zealand: New Zealand cabinet minister Judith Collins resigned yesterday in what appears to <a href='https://www.databreaches.net/hacker-rawshark-disrupts-nz-election-campaign/' class='excerpt-more'>[...]</a>",IdentityThreat
From the New York Public Personnel Law blog: OATH Index #1536/14 In the course of a disciplinary hearing the employee placed certain of his personal medical information in the hearing record. He then submitted a post-hearing request in which he asked OATH Administrative Law Judge Alessandra F. Zorgniotti ?to remove his name from the [disciplinary] <a href='https://www.databreaches.net/redacting-the-name-of-the-accused-employee-from-the-decision-following-a-disciplinary-hearing/' class='excerpt-more'>[...]</a>,InsiderThreat
"Ally Marotti and Bowdeya Tweh report: The Forest Hills School District had a computer security breach earlier this month, where information on all of the district&#8217;s more than 9,000 students was accidentally sent to most district parents. District officials Friday told parents about the breach that included student identification numbers, home addresses and parent email <a href='https://www.databreaches.net/oh-forest-hills-data-security-breach-roils-parents/' class='excerpt-more'>[...]</a>",IdentityThreat
"Beth Hundsdorfer reports: A Mascoutah man stationed at Scott Air Force Base and hired to ensure the security of Department of Defense computers was being investigated for hacking before he took his own life, according to recently unsealed federal court records. FBI Agent Christopher Trifiletti showed up to question Jamie Magers, 33, who worked as <a href='https://www.databreaches.net/cybersecurity-specialist-at-scott-air-force-base-commits-suicide-after-fbi-seizes-his-personal-computers-i-am-a-good-person-at-heart-even-if-i-let-my-curiosity-get-the-better-of-me/' class='excerpt-more'>[...]</a>",IdentityThreat
An update to a previously noted breach. Michael Anderson Kruse reports: Former Weber State University student Joseph Langford pleaded guilty to burglary on Tuesday morning. The Weber County attorneys charged Langford in connection with a theft and security breach in the WSU College of Science in April. Judge Scott Hadley set the sentencing date for <a href='https://www.databreaches.net/former-weber-state-u-student-pleads-guilty-in-computer-security-breach/' class='excerpt-more'>[...]</a>,IdentityThreat
"WGN reports: A teacher?s backpack at an elementary school in suburban Hoffman Estates was stolen last week and one of the items now missing contains personal information about all the students and more. The pack, known as a ?crisis backpack,? has won awards and was developed by the Hoffman Estates Fire Dept to use in <a href='https://www.databreaches.net/il-students-personal-info-compromised-when-teachers-backpack-stolen-in-suburbs/' class='excerpt-more'>[...]</a>",InsiderThreat
The Dominion Post reports: A breach of privacy by a patient in Hutt Hospital&#8216;s emergency department has been referred to police. Hutt Valley District Health Board chief executive Graham Dyer has confirmed that on September 8 a patient was able to view information about other patients on an unattended computer. &#8220;As soon as this issue <a href='https://www.databreaches.net/nz-hospital-patient-takes-peek-at-info-of-others/' class='excerpt-more'>[...]</a>,IdentityThreat
"Thervil Alcinor, 34, of Miami, was sentenced today before U.S. District Judge Cecilia M. Altonaga to 88 months in prison, followed by three years of supervised release. Alcinor previously pled guilty to one count of access device fraud, in violation of Title 18, United States Code, Section 1029(a)(2), and one count of aggravated identity theft, <a href='https://www.databreaches.net/miami-dade-county-resident-sentenced-for-identity-theft-schemes-involving-fraudulent-social-security-benefits-and-income-tax-refunds/' class='excerpt-more'>[...]</a>",IdentityThreat
"In January 2011, DataBreaches.net reported that login credentials for the Maricopa County Community Colleges District (MCCCD) were up for sale on the black market.ÿThat month, the FBI also contacted Maricopa to alert them to the breach. In response to the incident,ÿMCCCD brought in Stach &#38; Liu (now Bishop Fox) to investigate and make recommendations. Following <a href='https://www.databreaches.net/the-maricopa-county-community-colleges-data-breach-investigation-they-didnt-want-us-to-see/' class='excerpt-more'>[...]</a>",IdentityThreat
"Nicky Woolf reports: Four men have been charged with breaking into the computer systems of Microsoft, the US army and leading games manufacturers, as part of an alleged international hacking ring that netted more than $100m in intellectual property, the US Department of Justice said on Tuesday. The four, aged between 18 and 28, are <a href='https://www.databreaches.net/four-hackers-charged-with-stealing-100m-in-us-army-and-xbox-technology/' class='excerpt-more'>[...]</a>",IdentityThreat
"Andrew Hay writes: If you?re like us you have a hard time remembering the point of sale (PoS) breaches that have occurred over the years. In an effort to simplify past public breaches, we have created aÿtimeline that describesÿ59 distinct PoS-related breaches where the following were (or are believed to be) true: Malicious software was <a href='https://www.databreaches.net/point-of-sale-breach-timeline/' class='excerpt-more'>[...]</a>",IdentityThreat
"Terrence T. McDonald reports: More than two months after a compact disc containingÿpersonal data of Jersey City Medical Center-Barnabas Health patientsÿwent missing, hospital officials say the disc was found and no data was compromised.The CD, which was sent to an outside firm that reviews medical billing data back in June, was delivered earlier this month <a href='https://www.databreaches.net/lost-disc-with-jersey-city-medical-center-patient-data-is-finally-found-hospital-says/' class='excerpt-more'>[...]</a>",InsiderThreat
